bedrooms,bathrooms,toilets,parking_space,house_type,town,state,price
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,240000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,50000000.0
4.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,4.0,Semi Detached Duplex,Lekki,Lagos,95000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Life Camp,Abuja,60000000.0
4.0,5.0,6.0,3.0,Terraced Duplexes,Yaba,Lagos,75000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Gwarinpa,Abuja,80000000.0
1.0,5.0,5.0,4.0,Block of Flats,Yaba,Lagos,68000000.0
5.0,6.0,6.0,6.0,Detached Duplex,Lekki,Lagos,165000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,80000000.0
3.0,3.0,4.0,3.0,Terraced Duplexes,Ajah,Lagos,39000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,72000000.0
5.0,7.0,8.0,5.0,Detached Duplex,Lekki,Lagos,165000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ikeja,Lagos,160000000.0
4.0,4.0,5.0,8.0,Detached Duplex,Lekki,Lagos,82000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lugbe District,Abuja,45000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Katampe,Abuja,250000000.0
5.0,5.0,6.0,4.0,Terraced Duplexes,Lekki,Lagos,65000000.0
5.0,6.0,7.0,8.0,Detached Duplex,Lekki,Lagos,96000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,77000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,85000000.0
4.0,5.0,5.0,4.0,Block of Flats,Abraka,Delta,35000000.0
5.0,5.0,5.0,1.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,155000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,50000000.0
4.0,2.0,2.0,4.0,Detached Duplex,Abeokuta South,Ogun,60000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Lekki,Lagos,70000000.0
4.0,5.0,5.0,3.0,Detached Duplex,Lekki,Lagos,127000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,60000000.0
5.0,5.0,6.0,7.0,Detached Duplex,Lekki,Lagos,145000000.0
8.0,8.0,8.0,4.0,Block of Flats,Ilupeju,Lagos,100000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,6.0,6.0,7.0,Detached Duplex,Lekki,Lagos,145000000.0
3.0,3.0,4.0,6.0,Detached Bungalow,Gwarinpa,Abuja,55000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,75000000.0
5.0,5.0,8.0,1.0,Detached Duplex,Owerri Municipal,Imo,250000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Maitama District,Abuja,150000000.0
5.0,6.0,6.0,6.0,Detached Duplex,Wuye,Abuja,185000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lokogoma District,Abuja,70000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,260000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Life Camp,Abuja,45000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lugbe District,Abuja,120000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,76000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Ajah,Lagos,55000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,100000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,135000000.0
3.0,3.0,4.0,2.0,Terraced Duplexes,Ajah,Lagos,40000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,80000000.0
3.0,5.0,5.0,4.0,Block of Flats,Ketu,Lagos,55000000.0
4.0,5.0,5.0,6.0,Detached Duplex,Life Camp,Abuja,75000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,130000000.0
6.0,6.0,6.0,4.0,Block of Flats,Ilupeju,Lagos,120000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,47000000.0
6.0,5.0,5.0,4.0,Detached Duplex,Ifako-Ijaiye,Lagos,60000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Oredo,Edo,45000000.0
4.0,4.0,3.0,2.0,Terraced Duplexes,Ikoyi,Lagos,160000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,35000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Ikoyi,Lagos,200000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,45000000.0
5.0,6.0,6.0,4.0,Terraced Duplexes,Maitama District,Abuja,165000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,5.0,Semi Detached Duplex,Wuye,Abuja,80000000.0
6.0,6.0,7.0,1.0,Detached Duplex,Gwarinpa,Abuja,250000000.0
5.0,5.0,6.0,4.0,Terraced Duplexes,Lekki,Lagos,120000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,180000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Arepo,Ogun,40000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Victoria Island (VI),Lagos,130000000.0
5.0,5.0,5.0,4.0,Terraced Duplexes,Life Camp,Abuja,75000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,48000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Jahi,Abuja,75000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,125000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Ojo,Lagos,50000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,80000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ikeja,Lagos,200000000.0
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,4.0,5.0,6.0,Detached Duplex,Port Harcourt,Rivers,65000000.0
6.0,6.0,7.0,6.0,Detached Duplex,Isheri North,Lagos,155000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,150000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,65000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,170000000.0
4.0,4.0,5.0,3.0,Detached Bungalow,Ajah,Lagos,72000000.0
7.0,7.0,9.0,2.0,Detached Duplex,Lokogoma District,Abuja,120000000.0
5.0,5.0,6.0,4.0,Terraced Duplexes,Mabushi,Abuja,155000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
5.0,4.0,6.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
7.0,7.0,8.0,7.0,Detached Duplex,Guzape District,Abuja,200000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Isheri North,Lagos,50000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0
3.0,3.0,4.0,1.0,Terraced Duplexes,Lekki,Lagos,65000000.0
5.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,67000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,46000000.0
6.0,6.0,7.0,1.0,Detached Duplex,Kaura,Abuja,230000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,170000000.0
3.0,3.0,4.0,4.0,Terraced Duplexes,Ajah,Lagos,65000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Lekki,Lagos,60000000.0
7.0,7.0,9.0,1.0,Detached Duplex,Ikotun,Lagos,120000000.0
5.0,6.0,6.0,5.0,Detached Bungalow,Port Harcourt,Rivers,50000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
4.0,5.0,5.0,4.0,Detached Bungalow,Yaba,Lagos,35000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
9.0,1.0,9.0,9.0,Detached Duplex,Ojo,Lagos,50000000.0
3.0,3.0,3.0,5.0,Detached Bungalow,Kubwa,Abuja,65000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Arepo,Ogun,70000000.0
5.0,5.0,6.0,6.0,Semi Detached Duplex,Ibeju Lekki,Lagos,49000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,45000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
4.0,5.0,5.0,5.0,Detached Duplex,Ajah,Lagos,65000000.0
5.0,6.0,7.0,5.0,Detached Duplex,Ikeja,Lagos,80000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,58000000.0
3.0,3.0,4.0,3.0,Semi Detached Duplex,Ojodu,Lagos,45000000.0
3.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,37000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,110000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Wuye,Abuja,67000000.0
1.0,1.0,2.0,1.0,Block of Flats,Lekki,Lagos,160000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,95000000.0
4.0,4.0,5.0,1.0,Detached Duplex,Karsana,Abuja,110000000.0
1.0,1.0,2.0,1.0,Block of Flats,Ajah,Anambara,120000000.0
3.0,3.0,4.0,4.0,Detached Bungalow,Lugbe District,Abuja,38000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,190000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Ikeja,Lagos,110000000.0
3.0,3.0,3.0,4.0,Block of Flats,Ikoyi,Lagos,165000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,70000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Agege,Lagos,57000000.0
5.0,5.0,6.0,1.0,Detached Duplex,Ajah,Lagos,80000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,180000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Asaba,Delta,35000000.0
3.0,2.0,2.0,2.0,Detached Bungalow,Yaba,Lagos,40000000.0
3.0,3.0,4.0,3.0,Block of Flats,Lekki,Lagos,37000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
5.0,3.0,3.0,5.0,Detached Bungalow,Isolo,Lagos,35000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,200000000.0
2.0,3.0,3.0,2.0,Terraced Duplexes,Ajah,Lagos,35000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,5.0,5.0,6.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,126000000.0
5.0,5.0,5.0,4.0,Detached Bungalow,Lekki,Lagos,65000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Maitama District,Abuja,181000000.0
5.0,5.0,6.0,5.0,Semi Detached Duplex,Kaura,Abuja,210000000.0
4.0,4.0,5.0,6.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,5.0,4.0,4.0,Semi Detached Duplex,Lekki,Lagos,76000000.0
4.0,4.0,5.0,6.0,Detached Duplex,Port Harcourt,Rivers,130000000.0
3.0,4.0,4.0,3.0,Semi Detached Bungalow,Maitama District,Abuja,120000000.0
6.0,6.0,6.0,4.0,Block of Flats,Surulere,Lagos,78000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,75000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,60000000.0
5.0,6.0,6.0,1.0,Detached Duplex,Lekki,Lagos,198000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,235000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,165000000.0
4.0,2.0,2.0,4.0,Detached Bungalow,Ibadan,Oyo,80000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Jahi,Abuja,75000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,42000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Anambara,70000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
6.0,6.0,6.0,4.0,Terraced Duplexes,Wuye,Abuja,80000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0
4.0,4.0,5.0,1.0,Detached Duplex,Life Camp,Abuja,85000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Magodo,Lagos,250000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,260000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ajah,Lagos,48000000.0
5.0,6.0,6.0,8.0,Detached Duplex,Ajah,Lagos,60000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,70000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Utako,Abuja,160000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Apapa,Lagos,85000000.0
5.0,5.0,6.0,7.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,7.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,160000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,76000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,98000000.0
3.0,3.0,4.0,3.0,Detached Bungalow,Surulere,Lagos,90000000.0
5.0,5.0,6.0,4.0,Semi Detached Duplex,Lekki,Lagos,165000000.0
5.0,6.0,6.0,4.0,Terraced Duplexes,Utako,Abuja,75000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,70000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,45000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Kaura,Abuja,150000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Durumi,Abuja,70000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ibeju Lekki,Lagos,75000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,190000000.0
3.0,5.0,4.0,4.0,Terraced Duplexes,Ajah,Lagos,38000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Gwarinpa,Abuja,140000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Durumi,Abuja,125000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,60000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Ikeja,Lagos,85000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,165000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,175000000.0
3.0,3.0,3.0,3.0,Terraced Duplexes,Lekki,Lagos,46000000.0
5.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,60000000.0
4.0,4.0,5.0,6.0,Detached Duplex,Lekki,Lagos,49000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,180000000.0
5.0,5.0,6.0,6.0,Semi Detached Duplex,Ibeju Lekki,Lagos,49000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,61000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Ajah,Lagos,80000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,46000000.0
7.0,7.0,8.0,8.0,Detached Duplex,Port Harcourt,Rivers,250000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Ajah,Lagos,60000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,95000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Isheri North,Lagos,60000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Ajah,Lagos,72000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,55000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Kubwa,Abuja,38900000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,45000000.0
5.0,4.0,4.0,1.0,Detached Duplex,Alimosho,Lagos,35000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,50000000.0
6.0,7.0,6.0,7.0,Detached Duplex,Isheri North,Lagos,150000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,45000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikeja,Lagos,250000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Magodo,Lagos,185000000.0
5.0,5.0,6.0,7.0,Detached Duplex,Lekki,Lagos,75000000.0
4.0,5.0,6.0,3.0,Semi Detached Duplex,Lekki,Lagos,60000000.0
3.0,3.0,4.0,4.0,Block of Flats,Wuye,Abuja,240000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,80000000.0
3.0,5.0,5.0,4.0,Terraced Duplexes,Garki,Abuja,85000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,83000000.0
6.0,6.0,6.0,4.0,Detached Duplex,Isheri North,Lagos,135000000.0
3.0,3.0,4.0,2.0,Detached Duplex,Ibeju Lekki,Lagos,58800000.0
4.0,4.0,4.0,4.0,Terraced Duplexes,Karmo,Abuja,60000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,90000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,165000000.0
4.0,4.0,5.0,4.0,Terraced Bungalow,Lekki,Anambara,39136500.0
5.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,67000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,165000000.0
5.0,6.0,4.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,2.0,Detached Duplex,Lekki,Lagos,100000000.0
2.0,3.0,3.0,4.0,Terraced Duplexes,Lekki,Lagos,35000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,55000000.0
4.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,40000000.0
4.0,4.0,4.0,8.0,Detached Duplex,Ifako-Ijaiye,Lagos,40000000.0
3.0,3.0,4.0,4.0,Terraced Duplexes,Lekki,Lagos,40000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Victoria Island (VI),Lagos,135000000.0
5.0,6.0,6.0,6.0,Detached Duplex,Lekki,Lagos,70000000.0
3.0,2.0,3.0,2.0,Semi Detached Duplex,Lekki,Lagos,85000000.0
3.0,3.0,4.0,3.0,Block of Flats,Lekki,Lagos,40000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,74000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Port Harcourt,Rivers,200000000.0
5.0,5.0,5.0,1.0,Detached Duplex,Ikeja,Lagos,150000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,70000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,57000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Ajah,Lagos,76000000.0
4.0,3.0,4.0,6.0,Detached Bungalow,Alimosho,Lagos,57000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
5.0,6.0,6.0,3.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Kaura,Abuja,170000000.0
4.0,4.0,5.0,5.0,Detached Bungalow,Port Harcourt,Rivers,35000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,160000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,5.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,50000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,50000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Ikeja,Lagos,110000000.0
3.0,2.0,2.0,4.0,Detached Bungalow,Ibadan,Oyo,40000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,85000000.0
3.0,4.0,4.0,5.0,Detached Bungalow,Lokogoma District,Abuja,35000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Owerri Municipal,Imo,60000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,180000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Ikoyi,Lagos,230000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Katampe,Abuja,60000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
2.0,2.0,3.0,4.0,Terraced Duplexes,Ajah,Lagos,35000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Wuye,Abuja,60000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,60000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,6.0,2.0,Detached Duplex,Ajah,Lagos,60000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,200000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,100000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,110000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
3.0,3.0,4.0,4.0,Block of Flats,Jahi,Abuja,35000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Enugu,Enugu,90000000.0
4.0,5.0,4.0,3.0,Terraced Duplexes,Lekki,Lagos,50000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,53000000.0
5.0,6.0,6.0,1.0,Detached Duplex,Wuse,Abuja,230000000.0
4.0,5.0,5.0,4.0,Block of Flats,Shomolu,Lagos,45000000.0
6.0,5.0,5.0,4.0,Detached Duplex,Surulere,Lagos,150000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,80000000.0
5.0,7.0,7.0,8.0,Detached Duplex,Gwarinpa,Abuja,135000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,115000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Guzape District,Abuja,125000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,90000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,45000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
4.0,5.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,95000000.0
5.0,5.0,6.0,2.0,Detached Duplex,Port Harcourt,Rivers,120000000.0
5.0,5.0,6.0,4.0,Semi Detached Duplex,Wuye,Abuja,75000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Ikeja,Lagos,135000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,170000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Gaduwa,Abuja,48000000.0
2.0,2.0,3.0,3.0,Terraced Duplexes,Ajah,Lagos,35000000.0
4.0,5.0,6.0,4.0,Semi Detached Duplex,Lekki,Lagos,79000000.0
5.0,8.0,6.0,4.0,Detached Duplex,Katampe,Abuja,230000000.0
3.0,4.0,4.0,4.0,Terraced Duplexes,Lekki,Lagos,36000000.0
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,4.0,Terraced Duplexes,Jahi,Abuja,65000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,138000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Mabushi,Abuja,120000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,100000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
5.0,6.0,6.0,7.0,Detached Duplex,Port Harcourt,Rivers,100000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
